to forest	bosonesu
bushbuck	bosonu
widower	bosora
window	bosorti
decay	bososa
to decay	bososu
hogback	botoka
brok	boto
clif	bowa
river valey	bowa laga
echo	bowe
headache	bowo
migraine	bowo janjesa
dirty	boxo
furow	boyi
lactiferous duct	boyi anani
optic canal	boyi arga
open chanel	boyi bana
ureter	boyi fincani
lacrimal duct	boyi imimani
superprofit	bu'a banti
net profit	bu'a culke
organ	bu'a dhagna
internal organ	bu'a dhagna kesa
capital gain	bu'a dilbeta
gros profit	bu'a dimsho
unprofitable	bu'a hin-qabne
output	bu'a hoji
material advantage	bu'a hori
mechanical advantage	bu'a makanika
descending colon	bu'a mar'imani
state interest	bu'a motuma
non-profit	bu'a-malesa
beneficence	bu'a-qabenya
beneficial	bu'a-qabesa
hernia	bu'a1
profit	bu'a2
base	bu'ura
substructure	bu'ura birke
esence	bu'ura dubi
dual basis	bu'ura garlame
nave	bu'ura gengo
baseles	bu'ura-dhabesa
baselesnes	bu'ura-dhabesuma
determining factor	bu'ura-qabesa
rationality	bu'ura-qabesuma
basicaly	bu'uran
institution	bu'urata
government institution	bu'urata bulchaya
multi-institutional	bu'urata dane
gada-institution	bu'urata gada
state institution	bu'urata motuma
to institutionalise	bu'uratomsu
institutionalism	bu'uratuma
fundamental	bu'uresa
founder	bu'uresa
to base	bu'uresu
establishment	bu'uriya
origin	bu'urti
primarily	bu'urtidhan
fundamentalism	bu'urtuma
fundamentalist	bu'urtu
value	bu'uya
fixed value	bu'uya dhabata
use value	bu'uya dhama'i
truth value	bu'uya dhugoma
positive value	bu'uya eyo
surplus value	bu'uya fonogo
exchange value	bu'uya gedara
extremum value	bu'uya gonke
labour value	bu'uya humna
nutritive value	bu'uya nyata
absolute value	bu'uya siri
negative value	bu'uya wawe
valueles	bu'uya-dhable
wind	bube
trade wind	bube baya
North Wind	bube boro
moisture laden wind	bube jidhina-qabesa
local wind	bube nano
wind that brings rain	bube roba
valey breze	bube sulula
polar wind	bube wage
planetary wind	bube-labdu
windy	bubisa
to stay several nights	bubisu
rectum	bubu
stratification	bubufama
stratum	bubusa
to stratify	bubusu
of diferent colours	bubure
sour milk	buce
young dog	buchila
pupet-show of foreign powers	buchila humnota ala
ladle	buduqe
cup	budunu
araqe-cup	budunu araqe
cofe-cup	budunu buna
teacup	budunu shayi
very smal drops of rain	bufe
bufet	bufeti
spindle fibre	bufe
ordinate	bufi
fermented	bukefama
fermentation	bukefano
to ferment	bukesu
making dough	buki
smal rain	bukiye
hermaphrodite	bukisisa
yeast	buko
crude oil	buko zayiti
colt	bukuru
living	bula
water soluble	bulbula bishani
milk of lime	bulbula borale
unfermented honey wine	bulbula dama
blank solution	bulbula duwa
saturated solution	bulbula gutu
hydration	bulbula1
unfermented drink made of honey and water	bulbula2
solute	bulbulama
mixed	bulbulama
revisionism	bulbulami
solubility	bulbulamuma
solvent	bulbula
solution	bulbulti
neutral solution	bulbulti jidugale
ideal solution	bulbulti yadoye
revisionist	bulbultu
to mix	bulbulu
provincial administrator	bulcha biya
general manager	bulcha fabrika
a district governor	bulcha konya
administrator	bulcha
government	bulchaya
federal government	bulchaya atoma
parliamentary government	bulchaya cafe
democratic government	bulchaya ilaflame
regional government	bulchaya nano
people's government	bulchaya umata
military government	bulchaya warana
administration	bulchinsa
federal administration	bulchinsa atoma
busines administration	bulchinsa bunaqa
matriarch	bulchinsa hadha
personel	bulchinsa hojatota
municipality	bulchinsa magala
regional administration	bulchinsa nano
local administration	bulchinsa rera
local government	bulchinsa waldo
administrative	bulchisisa
to give lodging	bulchu
stony area	bule
to canibalise	bulgomsu
canibalism	bulguma
canibal	bulgu
spending the night	buli
fod for the night	bulisa
dres	bulji
knited dres	bulji qome
pulverles	bula-malesa
powdered milk	bula anani
baby powder	bula da'imani
wheat flour	bula dargaye
dust insecticide	bula fara-nyatu
powder for the human face	bula fula
polen grain	bula ilili
toth-powder	bula ilkani
osicles	bula lafe
sawdust	bula muka
very fine powder or dust	bula1
beige	bula2
pigeon	bulala
flour	bulaya
rock flour	bulaya kata
powdered	bulawa
pulverisation	bulefama
pulverised	bulefama
pulveriser	bulesa
polishing	bulesi
steam-roler	bulesitu
digestion	buleso
chemical change digestion	buleso gedarama kemikala
internal digestion	buleso kesa
mechanical digestion	buleso makanika
fod digestion	buleso nyata
partial digestion	buleso walake
to pulverise	bulesu
heavy coton blanket	buluko
luke-warm	buluqa
living	bulmata
greting	bulte
a rich person	bulti-qabesa
belongings	bulti
province	bulti biya
backdate	bulti dabre
shelter	bulto
living	bultuma
secretion	bululi
to pas the night	bulu
mayor	bumaga
puberty	bumbuna
post-puberty	bumbuna boda
pre-puberty	bumbuna dura
to reach puberty	bumbunu
cofe	buna
cofe arabica	buna arabika
instant cofe	buna batale
unsheled cofe beans	buna duda
black cofe	buna duwa
cofe for rituals	buna eba
cofe beans	buna gayila
special cofe which is made of roasted cofe beans	buna qala
cofe robusta	buna robusta
cofe without sugar	buna shukara male
cofe with sugar	buna shukara wajin
to cal neighbours for cofe ceremony	buna wamu
busines	bunaqa
credit busines	bunaqa liqa
joint venture	bunaqa wajuma
mutual busines	bunaqa wale
busy	bunaqa-qabesa
busines man -woman	bunaqa
busynes	bunaquma
gravel	bungulo
quiver	buno
dislocation	buqa'a
calabash	buqe
skul	buqe mata
abolition	buqifama
uproted	buqifama
corkscrew	buqiftu
uproting	buqisa
transplantation	buqisdhaba
to transplant	buqisdhabu
dismisal	buqisi
to uprot	buqisu
vagina	buqusha
garbage	buquqa
silt	buquqa ciracha
niche	buquqe
captain	burala
canten	burashe
bronze	burasho
vent	buraja
ventles	buraja-dhable
wineglas	burcuqo bino
water glas	burcuqo bishani
haemorhoids	burdi
haemoglobin	burebilu
civil	burgesa
volcano	burkana
extinct volcano	burkana cicha
dormant volcano	burkana cisa
active volcano	burkana ibida
volcanism	burkanuma
shatered	burkutawa
to break completely	burkutesu
mole	buro
source	burqa
reliable source	burqa amanama
artery	burqa dhiga
source of man-made light	burqa ibsa
source (of a river) or its outlet	burqa laga
source	burqa odu
to mention of sources used	burqasa kenu
protein	burqata
casein	burqata anani
eg protein	burqata bupha
digestible protein	burqata nyatama
outlet	burqaya
emision	burqisa
emiter	burqisisa
to emit	burqisisu
rivulet	burqitu
to flow	burqu
spoted	bure
spoting	buresi
to make spoted	buresu
spotines	buruma
gavel	burudha
hamer	burusa
percusion	burusa baqaqsa
claw hatchet	burusa hamtu
doly	burusa muka
claw hamer	burusa qoto
maleus	buruse
orange	burtukana
lovely	burtukane
caterpilar	burunqaxa
a woden bal	bururi
bal	bururi qale
brush	burushi
shaving brush	burushi areda
paint-brush	burushi dibdu
brushes used for painting	burushi ijarsa
hairbrush	burushi mata
brush	burushi ufata
malaria	busa
yelow fever	busa bore
wild animal	busawa
cheap	busha
a comon term for shep and goats	bushaye
biscuit	buskuti
concept	buso
kidnaper	buta
tetany	butamare
mariage by abduction	buti
culmination ceremony in the gada system	buta
hijacking	buti
kidnaping	buto
river capture	buto laga
smal ber botle	butule
snatcher	butu
tiring	butucha
exhaust	bututa
muscle fatigue	bututa ire
exhausted	bututa
worn out	bututawa
bandage	bututo
rag	bututu
to be worn out	bututu
strugle	buba
combatant	buba
to strugle	bubu
Budha	Buda
harbour	budo
freight depot	budo mesha
Budhism	Buduma
belows	bufa
setlement	bufata
terminus	bufata babura
fire brigade	bufata bala ibida
air base	bufata balali'a warana
ornithological station	bufata barmoshimbiro
gas station	bufata bensila
fire station	bufata dhamsa ibida
space station	bufata duwana
health-centre	bufata faya
poling-station	bufata filmata
jaming station	bufata go'i
weather station	bufata hala qilensa
watching station	bufata ilalo
terminus	bufata otobusi
tracking station	bufata radara
main station	bufata waltaji
military base	bufata warana
naval base	bufata warana galana
experimental station	bufata yali
verse	bufati
punctuation	bufato
linking punctuation	bufato gudunfitu
end punctuation	bufato xumura
profiter	bufatu
war-profiter	bufatu warana
bombasticaly	bufo
bombast	bufo
tap	bufte
bartender	buftu1
spray	buftu2
trumpet	buge
coconut	bugi
respirator	bukiftu
monk	buko
blod red	bule
box	bunya
eg	bupha
boiled eg	bupha afeli
fertilised eg	bupha gabata
dry gras	buqa
caterpilar	buqata
form	busa
bridge	busa
bal and socket joint	busa kuba fi holqa
ozone layer	busa ozoni
fringe of cloth	busa ufata
stanza	busa walalo
E-layer	busa-E
wrist	busarka
Pleiades	bushan
cork	bushi
contribution	busi
contribution for schol funding	busi mana barumsa
to pour	busu
quiver	bute
viper	buti
receptor	butu
cold receptor	butu dilala
temperature receptor	butu ho'ina
particle	buxusa
bidena which is made of xafi	cabeta
dish	cabi
colecting dish	cabi funansa
evaporating dish	cabi hurka
designer	caftu
envelope designer	caftu qolaya
forest	caka
deciduous forest	caka balarcatu
deforest	caka ciru
a dense forest	caka gobu
wods or forest found in a town or city	caka magala
a very dense forest	caka qawisa
comunal forest	caka wale
deforestation	caka-cirisa
destitute in forests	caka-dhabesa
rich in forests	caka-qabesa
forestry	cakesi
forester	cakesitu
aforestation	cakeso
to forest	cakesu
more	cala
tender	calbasi
10 to make something more	calchisu
favour	cali
surpasing	calina
newsleter	cale
uper hand	calma
dictatorship of the proletariat	calma dafqan-bula
supremacy	caluma
to be beter	calu
clear and rainles weather	cama
god weather betwen rains	camesa
dry season	Camsa
rain-stoping traditional expert	camsitu
to stop raining	camsu
to stop	camu
sliper	canta
structure	casa
language structure	casa afani
atomic structure	casa atomi
social structure	casa gamta
clas-structure	casa gita
organisational structure	casa jarmaya
sub-structure	casa jala
cel structure	casa micire
gramatical structure	casa serluga
age structure	casa umuri
structure of thinking	casa yada
structureles	casa-malesa
superstructure	casira
graph	casmaya
bar graph	casmaya dhabata
picture graph	casmaya faki
circle graph	casmaya gengo
bar magnet	casmaya magineta
line graph	casmaya sarara
to structure	casomsu
diagram	caso
the ayana of hunting expedition	cato
shelter	caya
bus shelter	caya otobusi
cabman's shelter	caya taksi
mas organisation	caya umata
park	cayanta
municipal park	cayanta magala
national [park	cayanta saba
comunity	cayata
fracture	caba
open bone damage	caba bana
closed bone damage	caba cufa
multiple fracture	caba dabalti
cominuted fracture	caba hura
simple fracture	caba kesa
mixed bone damage	caba walmaka
broken	caba
slice of bread	caba dabo
piece of magnet	caba magineta
reflective	cabama
idiolect	cabaqa
clutering	cabaqi
slang	cabaqxo
frozen	cabawa
frozenes	cabawa
frezing	cabesa
frezer	cabesa
to freze	cabesu
hail	cabi
to hail	cabi robu
ice breaker	cabi-daktu
snowles	cabi-dhabesa
snowy	cabi-qabesa
icy	cabila-qabesa
ice	cabila
glaciation	cabiloma
breakage	cabinsa
breakability	cabina
refraction	cabka
degradation	cabsa
late afternon	cabsa
devaluation	cabsi
breaker	cabsitu
to break	cabsu
pieces of broken materials	cacaba
one of the best fod of the Oromo	cacabsa
wetlands	cafa
a kind of gras which grows in a half-swampy area or at the bank of bodies of water	cafe
beach	cafo
stormy beach	cafo bube
sand beach	cafo ciracha
il-fated day or month	cagino
a smal hole	caki
to disapear	cala'u
decantation	calala
reflex	calalaqa
glitery	calalaqa
reflector	calalaqsitu
filtered	calale
filtered cofe	calale buna
sand filter	calale mansa
filtration	calali
to decant	calalu
disorder	calanqi
radium	calaqa
flash lighting	calaqe
reflection	calaqisa
radon	calaqo
spindle	cali
cashles	cala-malesa
threshed and cleaned grain	cala
to pay cash	cala basu
dilute	calabawa
to dilute	calabesu
pearl	cale
necklace of pearls worn by women during the atete ritual	cale atete
necklace of pearls for one's hands	cale harka
necklace of pears for one's fet	cale mila
necklace of pears for one's neck	cale morma
thresher	calesitu
to thresh and clean	calesu
swet potato	camari
tasteles	cami-dhabesa
pointles	cami-malesa
tasteful	cami-qabesa
taste	cami
flavour	came
salt bar used for horses	camnana
bridle	cancala
stering whel	cancalto
decorated sword	cangare
shipwreck	canina doni
gelada babon	cano
shoulder	caqani
listening	caqasa
listener	caqasa
ray-les	carala-dhable
ray	carala
ray of the Sun	carala biftu
principal ray	carala durasa
positive ray	carala guto
primary ray	carala jalqabe
paralel rays	carala waltare
beam of light	carari
sunbeam	carari biftu
rock	cari
a lucky person	cara-qabesa
chance	cara
chance variation	cara garagara
employment oportunities	cara hoji
chance cause	cara tate
efort	caraqa
trying	caraqi
to try	caraqu
one who makes a great efort	caraqa
area with smal hils	cari
leather-worker	cawa
cancer	cawe
leukaemia	cawe dhiga
skin cancer	cawe goga
breast cancer	cawe harma
liver cancer	cawe tiru
flying squad	cebira
credit	cego
wise	ceka
scapula	ceku
criticism	cepho
boatman	cesiftu
ford	cesisa
crosing	cewumsa
border crosing	cewumsa danga
to cros	cewu
pasage	ceyiti
shiping line	ceyiti galana
charter	chartara
China	Chayina
Chinese	Chayinicha
Chinese	Chayiniti
check	cheki
blank check	cheki bana
traveler's check	cheki imaitu
chip	chipi
hairdresing	cibira
to have one's hair done	cibirsifachu
hairdreser	cibirtu
to dres the hair	cibiru
major military tactics of the Oromo in the 16th and 17th centuries	cibra
swarm of bes	cibra kanisa
regimental leader	cibresa
to swarm	cibresu
army corps	cibro
regimentation	cibroma
silica	cicala
input	cicata
piece	cicitu
suden death	cicha
extinction of a language	cicha afani
to be extinct	cichu
general name for feast or ceremony	cidha
circumcision feast	cidha dhagna qaba
mariage ceremony	cidha fudha fi heruma
testicles	cidhan
eczemous	cifawa
skin-infection	cife
idiom	cigo
catle camp	cibsa
super market	cibsagaba
to make lie down	cibsu
doubtful	cicachisa
to suspect	cicachu
doubtles	cicano-dhable
suspicion	cicano
suspicious	cicata
suspected	cicatama
suspiciousnes	cicatuma
watery secretion from the eyes	cima
something which is totaly imposible to get	cima qeransa
one with ful of waxy secretion on his	cimoftu
multicoloured	ciro
stagnant	cisa
lying down	cisicha
supine	cisicha dugda
latent	ciso
to lie down	cisu
bituminous coal	cilartu
carbonised	cilatawa
snail	cilalu
carbon	cilaya
carbohydrate	cilbishe
coal-miner	cile-baftu
coal-mining	cile-basa
charcoal	cile
to mine	cile basu
hard coal	cile dhaga
brown coal	cile lafa
charcoal worker	cilesitu
coal gas	cilgasi
coal	cilafke
animal disease	cilmale
charcoal	cilmuka
midle-aged person	cimesa
strength	cimina
inteligence	ciminsamu
storing	cimisa
half	cin-
period	cin-yero
beside	cina
to beat about the bush	cina cina demu
side of an angle	cina roga
half line	cina sarara
rib	cinacha
half-sibs	cinante
to be infested with nit	cinawu
half-value	cinbu'uya
half-layer	cinbusa
lithosol	cinca
half-wave	cindambali
half-power frequency	cindedebiti
half plane	cindiri
moiety	cinesa
mid-range	cinfago
equino	cinguya
egs of insects or lice	cini
a pinching intestinal pain	cinina
stomach ache	cinina gara
labour pain	cininsu
half-life	cinjirenya
hemisphere	cinlafa
eastern hemisphere	cinlafa baya
hemisphere	cinlafa kaba
southern hemisphere	cinlafa kiba
western hemisphere	cinlafa lixa
clitic	cinata
pieces of metal	cino
scrap metal	cino sibila
paralelogram	cinroge
half-line	cinsarara
half bat	cinsuphe
one who distorts	ciqilcha
to distort	ciqilchu
elbow	ciqile
distorted	ciqilfama
red-handed	cira fi ciqile
tail	cira1
land clearing	cira2
rue	cirakota
harvest	ciransa
deforestation	cirgeda
anthrax	cirmale
sand	ciracha
finely ground sand	ciracha bula
urolith	ciracha cidhani
banditry	ciratoma
brigand	ciratu
surgeon	ciresa baqaqsina
paediatrist	ciresa da'imani
internist	ciresa dhukuba nafkesa
general practitioner	ciresa dimshasha (C.D.)
gynaecologist	ciresa dubarti
gerontologist	ciresa dulomtota
dermatologist	ciresa goga
aurist	ciresa gura
nephrologist	ciresa hida
veterinary surgeon	ciresa hori
oculist	ciresa ija
pediatrician	ciresa ijole
dentist	ciresa ilkani
specialist in internal disease	ciresa kesa dhagna
orthopaedist	ciresa lafe
psychiatrist	ciresa mata
chiropodist	ciresa mila
cardiographer	ciresa one
psychologist	ciresa qalbi
pulmonarist	ciresa somba
army surgeon	ciresa warana
medical doctor	ciresa
hipopotamus bird	ciri
ejaculation	cirinqisa
strangulation	ciriqsa
sub	cita
sub-atomic	cita atomawa
metal stripe	cita sibila
thatching straw	cita
to be aflicted with scabies	citawu
something that causes itching	citesa
itch	cito
one who is aflicted with scabies	citoftu
drop	coba
milk ejection	coba anani
fat drops	coba coma
nosedrops	coba funyani
eardrops	coba gura
eyedrops	coba ija
cel cap	coba micire
oil drops	coba zayiti
lactation	cobanani
pipet	cobsitu
instilation	cobso
infusion	cocobe
droper	cocobsa
general term for venereal disease	coftu
excitement	cokisa
when everywhere is mud and water	colo
fungus	come
fungi	comole
fat	coma
lard	coma boye
fatles	coma-dhabesa
faty	coma-qabesa
fat	coma
fatnes	comina
a kind of foder that makes livestock fat	comsa
to make fat	comsu
defated	comto-dhable
fat	comto
fat soluble	comto baqa
fat soluble vitamin	comto baqa bitamina
plant fat	comto biqila
buter fat	comto dhadha
blod fat	comto dhiga
animal fat	comto hori
saturated fats	comto jabate
younger	cora
tropic	core
gonorhea	cophxo
health	cora
single file	cororesa
to queue up	cororu
gren	corqa
multicoloured	core
emotion	coro
pudle	coroqa
siner	cubama
sinles	cubu-malesa
sin	cubu
to make sin	cubu hojachu
falcon	cucurufe
smal	cuchubi
dor	cufa
closing	cufama
closed	cufama
closing	cufana
baricade	cufano
closure	cufanta
glue	cufti
shuter	cuftiye
parenthesis	cuftogube
brackets	cufto
angle brackets	cufto roga
square brackets	cufto walqixe
lock	cuftu
to close	cuftu
net	culke
to purify	culkesu
pure	culkil
purenes	culkuma
a kind of swiming with top down and botom up	culuxo
eagle	culule
juice	cuma
cambium	cumata
mineral	cumalafa
thick local bread used in brewing farso or araqe	cumbo
slim eyed	cuncuna
concentrate	cunqo
tyrant	cunqursa
tyrany	cunqursi
to tyranise	cunqursu
stopgap	cuqaia
to cork	cuqaiu
blue	cuqule
dark blue	cuqule bule
bright blue	cuqule ifa
blue jay	cuqulisa
defeat	curda
conquered	curdama
conqueror	curditu
to defeat	curdu
embryo	cura
martin	cure
crawling	curuqa
to crawl	curuqu
crawling child	curuqxu
roling done by children	curunqo
gurgle	curursa
baptism	cubama
baptised	cubama
baptism	cubanta
imersion	cuba
soaking	cubi
dager	cube
to dip	cubu
digestive juice	cufa buleso
orange juice	cufa burtukana
roasted barley flour mixed with filtered buter	cuko
digestion	cumfata
dry	cunfa-dhabesa
juicy	cunfa-qabesa
juice	cunfa
mango juice	cunfa ambalafe
honey juice	cunfa dama
lemonade	cunfa dhugo
vegetable juice	cunfa fudira
fruit juice	cunfa kudira
carot juice	cunfa mice
banana juice	cunfa muzi
cane-juice	cunfa shonkora
squezed	cunfama
squezer	cunfitu
extract	cunfo
to squeze	cunfu
pupy	cuqu
fort	da'ato
infant	da'ima
baby-siter	da'imegdu
gifted children	da'man samu-qabeyi
crack	dabana
town	daba
bread	dabo
European-style bread	dabo Faranji
rye bread	dabo ombori
wheaten bread	dabo qamadi
to bake bread	dabo tolchu
baker	dabo-tolchitu
birds eye-chili	dabuse
red xafi	dabi
gren	dabula'a
to become gren	dabula'u
comemoration	daci
folk	dada
ambulant	dadisa
flod	dado
eb curent	dado figa
smal valey	dadu
wisdom toth	dade
mead	dadhi
kidney-bean	dafe
terace	daga
rock teraces	daga kata
stream teraces	daga laga
pair teraces	daga mire
valey teraces	daga sulula
teraced slope	daga taba
wal	dago
exterior wal	dago alo
cavity wal	dago bana
Berlin Wal	dago Barlin
Chinese Wal	dago Chayina
Harar Wal	dago Harar
interior wal	dago keso
town wal	dago magala
cel-wal	dago micire
kind of milet	daguja
digestible	dakama
grinding	dakinsa
metabolism	dakinsa sorata
water bird	dake
swiming	daki
duck	dakiye
one who takes his own grain to the mil	daksifata
swimer	daktu
powdered milk	daku anani
soap powder	daku andarqi
baking powder	daku bidena
cosmetic powder	daku dangule
talcum	daku faya
wheat flour	daku furno
cosmetic powder	daku fula
cosmetic powder	daku mata
wheat flour	daku qamadi
medicine in powder form	daku qoricha
chocolate powder	daku shokolata
sulfur powder	daku walga
to grind	daku1
flour	daku2
to swim	daku3
grey	dalacha
to be grey	dalachawu
greynes	dalachuma
pale	dalifa
palenes	dalifuma
one who makes a fol of somebody else	dalesa
sparow	dalote
dance	dalti
dancer	daltu
to dance	dalu
redish-brown horse	dama1
draughts	dama2
pink	dami
striped	damole
torch	damoti
grain louse	danawo
bol wevil	danawo jirbi
cicumlocution	dandayi
watch	dandi-egdu
stret	dandi
runway	dandi balali'a
stone pavement	dandi dhaga
electric circuit	dandi elektirika
simple electric circuit	dandi elektirika salpha
beaten track	dandi harame
a zigzag path	dandi marti
path	dandi mila
short circuit	dandi qaxamurto
airlines	dandi qilensa
railway	dandi sibila
metropolitan railway metropolitan railroad	dandi sibila magala
series circuit	dandi siro
alimentary canal	dandi sorata
pavement	dandi tolfame
paralel circuit	dandi waltare
border	danga
extent of authority	danga ango
international boundary	danga adunyalesa
airspace	danga qilensara
restrictive	dangesa
to limit	dangesu
soya beans	dangulbaraqe
pea	dangule
aristrocat	dano
aristocracy	danuma
deacon	daqoni
ash	dara
to turn into pieces	dara gochu
to be burnt to ashes	dara ta'u
magot	darika
sexual desire	darima
sexy	darime
to have sex-apeal	darimu
whel-barow	darota
Darwin	Darwin
Darwinism	darwinuma
neo-Darwinism	darwinuma hara
pavilion	dasguda
temporary hut	dasi
cabin	dasite
placenta	dati
shade	dato
lampshade	dato ibsa
umbrela	datu
parachute	datu qilensa
umbrela embroidered with gold	datu sabu
parachutist	datuye
spectator	daw'atu
glas	dawiti
wing miror	dawiti cina
safety glas	dawiti egi
windowpane	dawiti foda
windscren	dawiti fuldura
concave miror	dawiti golbo
curved miror	dawiti gomboba
spherical miror	dawiti mulule
crokednes	daba
croked	daba
pumpkin	dabaqula
to hire a lawyer	dababa bitachu
straightening	dababafano
defense atorney	dababasa itisa
atorney general	dababasa motuma
lawyer	dababasa
advocacy	dababasuma
to straighten	dababasu
re-	dabal-
recal	dabal-wami
to recal	dabal-wamu
to re-conquer	dabal-weraru
reconquest	dabal-werarti
reorder	dabalabomi
to reorder	dabalabomu
to re-export	dabalalergu
suplement	dabalama
suplementary	dabalama
aditional	dabalata
to reopen	dabalbanu
rewriting	dabalbaresi
to rewrite	dabalbaresu
repurchase	dabalbita
to repurchase	dabalbitu
reforestation	dabalbosonesa
to reforest	dabalbosonesu
rebroadcast	dabaldabarsi
to rebroadcast	dabaldabarsu
replant	dabaldhaba
to reaply	dabaldhiyefachu
reaply	dabaldhiyefano
reread	dabaldubisi
to reread	dabaldubisu
re-export	dabalergo
re-election	dabalfilano
to re-elect	dabalfilu
to react	dabalgochu
reaction	dabalgohca
adverb	dabalgosi
adverb of degre	dabalgosi akata
adverb of frequency	dabalgosi bay'ina
adverb of interogative	dabalgosi gafi
adverb of maner	dabalgosi galcha
adverb of place	dabalgosi ido
adverb of relative	dabalgosi sababa
adverb of time	dabalgosi yero
re-edition	dabalgulali
to re-edit	dabalgulalu
resel	dabalgurgarta
to resel	dabalgurguru
reorganisation	dabalgurmesi
to reorganise	dabalgurmesu
to recolect	dabalguru
recolection	dabalgurti
recharge	dabalguti
to recharge	dabalgutu
rekindle	dabalibsi
to rekindle	dabalibsu
increase	dabalisa
rise in wages	dabalisa minda
net increase	dabalisa qulke
partial sum	dabalisa walake
rebuild	dabalijarsa
to rebuild	dabalijaru
redivision	dabalirinsa
to redivide	dabaliru
bonus	dabalkeno
reases	dabalalti
to reases	dabalalu
cadre who works in rural area	dabale badiya
reprint	dabalmaxansa
republication	dabalmaxansisi
to republish	dabalmaxansisu
to reprint	dabalmaxansu
recycling	dabalnane
to recycle	dabalnanesu
siblings	dabalo
rearangement	dabalqophesi
to rearange	dabalqophesu
re-examination	dabalqormata
redistribution	dabalrabsi
to redistribute	dabalrabsu
reasign	dabalramadi
to reasign	dabalramadu
renationalisation	dabalsarba
to renationalise	dabalsarbu
re-entry	dabalsenti
to renter	dabalsenu
suplement	dabalti
surtax	dabalti gibira
reunification	dabaltokomsi
to reunite	dabaltokomsu
adition	dabalto
grand total	dabalto duneti
to give aditional	dabalu
wetnes	dabana
wet	dabana
defect	dabani
to make wet	dabanu
turn	dabare
turn by turn	dabare dabaren
to take turns	dabare galu
transference	dabarfama
transfer	dabarsa
blod transfusion	dabarsa dhiga
transfer of heat	dabarsa ho'ina
pastime	dabarsa-yero
corespondent	dabarsa odu
transit	dabarsa
extradition	dabarsani kena
to extradite	dabarsani kenu
transfer	dabarsi
infection	dabarsi dhukuba
pasword	dabarsiye
newscast	dabarsodu
transmiter	dabarso
semi-conductor	dabarso badhi
heat transmiter	dabarso ho'ina
conductor	dabarsowa
relay	dabarsule
to broadcast	dabarsu
past	dabarte
pasage	dabarti
the first gada-grade to which people of the same gada-generation are initiated together	dabale
cadre who is in charge of ceremony	dabale dinagde
bare-fot cadre	dabale luke
cadre who works in urban area	dabale magala
senior cadre	dabale olana
political cadre	dabale taliga
military cadre	dabale warana
cadet	dabalo
hairles	dabasa-dhabesa
hairy	dabasa-qabesa
hair	dabasa
fur	dabasa binensa
wol	dabasa hola
hairy	dabasawa
to be hairy	dabasawu
vilus	dabaso
hairines	dabasuma
religious leader	dabela
bending	dabdi
bend	dabdo
to cover	dabolu
comunal work which is as big as jigi	dabo
contagious	dabola
sporadic	dabre dabre
transitive	dabri
semantic shift	dabriko
transit	dabro
intonation	dabsaqoqa
piracy	dabsiya
stream piracy	dabsiya laga
to bend	dabsu
exercise bok	dabtara
chequebok	dabtara cheki
minute-bok	dabtara gayo
sketch-bok	dabtara haceri
acount bok	dabtara herega
hornbok	dabtara ijole
notebok	dabtara qalbefano
notebok	dabtara teso
fold	dacha'a
folding	dacha'a
many fold or portion	dacha
hundredfold	dacha dhiba
gravity folding	dacha harkiso
thousandfold	dacha kuma
twofold	dacha lama
threfold	dacha sadi
folding symetry	dacha walqixe
a kind of gun	dachas
one who brings back	dachasa
to fold	dachasu
joint	dachatu dhagna
joint	dachatu harka
joint	dachatu jiba
quadruple	dachafre
earth	dache
peace	dada
peace and security	dada fi nagenya
helical	dadacha'a
transmitable	dadabarfama
transmision	dadabarsa
transmision of sound	dadabarsa sagale
transmiter	dadabarsa
to transmit	dadabarsu
sped	dadafi
airsped	dadafi balali'a
ground sped	dadafi lafara
air sped	dadafi qilensa
fast fod	dadafite
acelerator	dadafsiftu
subsoil	dadaqa
sucesion	dadarba
comunicable	dadarba
weak	dadhaba
wearines	dadhabi
infirmity	dadhabina
kidney failure	dadhabina kale
heart failure	dadhabi one
headstrong	dadhabisa
weaknes	dadhabuma
to get tired	dadhabu
setlement	dado
flod tide	dado hurisa
torential	dado jaba
fur	dadu
prospect	dadi
basket	dadu
basket	dadu ufata
best seler	dafgu
sweat	dafqa
sweatles	dafqa-dhable
sweaty	dafqa
international proletariat	dafqan-bula adunyalesa
proletariat	dafqan-bula
proletarianism	dafqan-buluma
to toil	dafqan-bulu
to sweat	dafqu
ethnic	daga
prosperous	dagaga
prosperity	dagagina
moral development	dagagina safu
to prosper	dagagu
colonised	dagabafama
colonialism	dagabafano
neo-colonialism	dagabafano nano
setler colonialism	dagabafano qubatu
neo-coloniser	dagabafata nano
colonial setler	dagabafata qubatu
colonialist	dagabafata
colony	dagabasa
to colonise	dagabasu
latitude	dagalafa
tropical latitudes	dagalafa gamoji
rafter	dagale
purlin	dagale qoroqoro
transversal	dagalo
forgetful person	dagata
ethnicity	dagaya
parcel	daga
jungle	dagala
urban population	dagmagala
chronic malaria	dagu
crowbar	dajino
light brown	daji
lowland	daka
incense	dakaro
primitive	dako
a very strong love	dala
one who loves to much	dala
silt	dalali
residual sediment	dalali hafte
delta	dalaliya
inland delta	dalaliya biya-kesa
hindrance	dalamsa
to hinder	dalamsu
plinth	dalaso
sed bed	dalaso abura
trade	daldala
trader	daldala
to trade	daldalu
horizontal	dalga
to lay down horizontaly	dalga galchu
to be horizontal	dalga galu
